ml_id,owz_id,experiment,year,time_index,overlap,mean_distance_km,ml_points,owz_points,score
ML_GGW_109_0007,OWZ_GGW_109_0177,GGW,109,931,42,389.9239014267384,80,42,-30.076098573261618
