method,global_track_id,experiment,year,n_points,start,end,duration,compared,near_count,min_nearest_km,mean_nearest_km,lat_min,lat_max,lon_min,lon_max,prob_mean
OWZ,OWZ_GGW_97_0181,GGW,97,41,940,980,41,40,1,719.3424100284672,1269.003677788732,12.274309158325195,23.63880157470703,285.85894775390625,349.6492614746094,
OWZ,OWZ_CTL_43_0123,CTL,43,37,952,988,37,26,1,788.641544916684,3517.216899259288,15.575883865356444,29.637136459350582,298.95965576171875,347.7196350097656,
OWZ,OWZ_GGW_96_0114,GGW,96,30,762,791,30,22,1,752.5633528195036,4503.9956960352,12.335027694702148,20.1016845703125,260.55523681640625,301.82489013671875,
OWZ,OWZ_CTL_47_0147,CTL,47,29,960,988,29,28,1,696.6375886688004,1814.0375699850451,14.191320419311523,20.04460906982422,299.8308410644531,341.3643798828125,
OWZ,OWZ_CTL_57_0164,CTL,57,28,1000,1027,28,28,1,797.6993704005355,1599.4619274190884,12.20936393737793,18.03971099853516,309.9607849121094,339.7938842773437,
OWZ,OWZ_GGW_92_0107,GGW,92,25,899,923,25,20,1,780.8551198795893,1055.310374206232,14.244344711303713,22.835617065429688,324.7669677734375,352.67401123046875,
OWZ,OWZ_GGW_114_0164,GGW,114,24,1018,1041,24,14,1,671.9846203986467,1223.2459482785023,36.065860748291016,41.94709777832031,296.03338623046875,317.201416015625,
OWZ,OWZ_CTL_46_0110,CTL,46,46,930,975,46,45,2,782.452444669382,1022.7892326343388,10.36708927154541,23.68300437927246,262.13427734375,314.06524658203125,
OWZ,OWZ_CTL_53_0126,CTL,53,44,1034,1077,44,37,2,760.3472799116821,1518.2433101968277,13.614256858825684,22.967220306396484,277.541259765625,319.4360656738281,
OWZ,OWZ_CTL_48_0239,CTL,48,34,1058,1091,34,34,2,680.7929482572462,1970.9291522828407,15.208124160766602,30.351600646972656,279.9838256835937,310.6641845703125,
OWZ,OWZ_GGW_94_0108,GGW,94,34,786,819,34,28,2,683.1955378639857,1354.3721882627717,15.13991641998291,32.54730224609375,295.20263671875,338.8009033203125,
OWZ,OWZ_CTL_35_0110,CTL,35,33,821,853,33,30,2,631.1552853047807,2668.527788820689,16.23382568359375,32.86200714111328,278.2538757324219,315.5658569335937,
OWZ,OWZ_GGW_90_0185,GGW,90,32,1010,1041,32,24,2,569.2854806608618,1886.598282057438,16.1478214263916,18.178804397583008,306.1419677734375,333.75701904296875,
OWZ,OWZ_CTL_44_0212,CTL,44,31,1000,1030,31,31,2,627.538094002272,1054.3868922963495,17.140878677368164,21.105335235595703,281.2487487792969,319.63671875,
OWZ,OWZ_CTL_48_0205,CTL,48,28,950,977,28,20,2,644.4525486529892,1633.2485789636785,13.025402069091797,21.57259750366211,296.3515014648437,341.40533447265625,
OWZ,OWZ_GGW_107_0085,GGW,107,52,804,855,52,28,3,218.7115594317058,1961.4229322962985,17.15216827392578,25.611343383789062,264.97076416015625,339.80877685546875,
OWZ,OWZ_CTL_39_0142,CTL,39,30,746,775,30,28,3,655.7007564587825,968.3841139307841,17.627315521240234,25.795879364013672,307.36492919921875,339.53857421875,
OWZ,OWZ_GGW_115_0087,GGW,115,27,749,775,27,27,3,675.6491894018039,3394.798196166714,16.242786407470703,19.08757781982422,260.0065612792969,311.2514953613281,
OWZ,OWZ_CTL_37_0151,CTL,37,31,944,974,31,23,4,572.6171503073314,1136.7505905476544,32.733985900878906,42.68521881103516,281.9590148925781,322.25518798828125,
OWZ,OWZ_CTL_46_0089,CTL,46,30,816,845,30,26,4,718.083946055719,4682.249518706101,9.28013801574707,17.25777244567871,325.82330322265625,357.07623291015625,
OWZ,OWZ_GGW_119_0150,GGW,119,24,984,1007,24,7,4,383.518501156433,1324.715165250789,13.489164352416992,18.288848876953125,283.64068603515625,317.46270751953125,
OWZ,OWZ_GGW_98_0148,GGW,98,45,917,961,45,31,5,235.55532134246056,1305.3833598378362,12.081424713134766,21.839340209960938,296.29791259765625,347.85693359375,
OWZ,OWZ_GGW_97_0108,GGW,97,43,724,766,43,34,5,629.8816373971856,1095.3091852215207,12.281879425048828,37.33412170410156,271.7358093261719,312.43865966796875,
OWZ,OWZ_CTL_57_0143,CTL,57,35,910,944,35,8,5,339.9677824586701,952.4537629858291,31.642803192138672,38.21229553222656,287.7218933105469,316.3813171386719,
OWZ,OWZ_CTL_59_0115,CTL,59,32,947,978,32,32,5,660.9223688806183,1311.3626697831946,16.35759735107422,35.457881927490234,301.2833557128906,324.10205078125,
OWZ,OWZ_GGW_109_0214,GGW,109,31,1018,1048,31,25,5,676.811754916072,1283.3586832160433,13.43614673614502,19.876628875732425,278.7655334472656,341.44354248046875,
OWZ,OWZ_CTL_37_0125,CTL,37,30,830,859,30,30,5,681.3879428921028,1093.2067695228168,14.17741870880127,22.962533950805664,294.64166259765625,328.72576904296875,
OWZ,OWZ_GGW_98_0175,GGW,98,29,1019,1047,29,15,5,464.4347806470849,2442.347949674183,8.146058082580566,19.73617935180664,325.2292175292969,343.8779296875,
OWZ,OWZ_CTL_43_0153,CTL,43,28,1064,1091,28,19,5,592.3908220583249,1046.1155455531873,12.53066635131836,23.65352249145508,263.12408447265625,288.7608642578125,
OWZ,OWZ_CTL_37_0107,CTL,37,25,748,772,25,21,5,295.9795287657566,4242.044495509644,9.536856651306152,19.86800765991211,262.88067626953125,280.0233764648437,
OWZ,OWZ_CTL_51_0196,CTL,51,24,901,924,24,24,5,583.542988178018,1089.383297851214,18.715381622314453,33.22423553466797,317.17291259765625,340.107421875,
OWZ,OWZ_CTL_37_0135,CTL,37,49,876,924,49,48,6,655.3376051487276,2036.651564017968,10.25185775756836,20.14430427551269,301.06982421875,355.3660888671875,
OWZ,OWZ_CTL_40_0147,CTL,40,46,867,913,47,44,6,587.2083260799456,1386.021949023889,14.1245698928833,22.72608184814453,260.41259765625,316.24615478515625,
OWZ,OWZ_GGW_112_0103,GGW,112,29,790,818,29,22,6,327.40795287061263,1424.6143011148479,14.234579086303713,18.072799682617188,281.3059997558594,331.22265625,
OWZ,OWZ_CTL_37_0134,CTL,37,24,867,890,24,17,6,561.8800389926115,983.8325932820123,15.261709213256836,18.022724151611328,321.2601318359375,346.35919189453125,
OWZ,OWZ_CTL_39_0199,CTL,39,35,914,948,35,35,7,237.49988078497148,1280.5419510299184,18.57407760620117,35.32551574707031,307.6336669921875,341.08746337890625,
OWZ,OWZ_GGW_97_0204,GGW,97,33,1003,1035,33,33,7,444.7107453502815,998.5109062443624,14.12502670288086,26.84312057495117,309.2689208984375,344.72735595703125,
OWZ,OWZ_GGW_104_0157,GGW,104,33,914,946,33,24,7,128.59185093724446,2001.1432161881733,39.74429321289063,46.425437927246094,327.14361572265625,344.9386291503906,
OWZ,OWZ_GGW_93_0175,GGW,93,31,1000,1030,31,28,7,289.6576449200539,1745.5949866477245,16.535797119140625,20.122055053710938,306.1678771972656,332.4364013671875,
OWZ,OWZ_GGW_96_0146,GGW,96,25,859,883,25,25,7,535.4045617834519,1135.2856941122714,14.340784072875977,19.890275955200195,319.72637939453125,352.6176147460937,
OWZ,OWZ_CTL_40_0196,CTL,40,24,1056,1079,24,21,7,537.918590459985,836.6102746416667,12.32677173614502,19.588668823242188,309.89337158203125,332.5948791503906,
OWZ,OWZ_GGW_112_0169,GGW,112,53,1033,1085,53,21,8,196.21270166770313,2319.400000280318,15.150588989257812,23.796937942504883,260.3848571777344,312.80633544921875,
OWZ,OWZ_GGW_116_0144,GGW,116,41,830,870,41,33,8,285.20698746363126,2701.9014185063165,11.354852676391602,19.92923355102539,287.4486083984375,347.5743713378906,
OWZ,OWZ_CTL_44_0208,CTL,44,38,995,1032,38,36,8,519.5424174985591,2237.6855693149428,8.352147102355957,21.69083023071289,312.5292358398437,356.8495178222656,
OWZ,OWZ_GGW_96_0186,GGW,96,25,982,1006,25,8,8,66.61567754484722,224.76074943109788,26.161231994628903,35.01447296142578,265.2480773925781,277.0317077636719,
OWZ,OWZ_CTL_40_0167,CTL,40,53,933,985,53,53,9,565.4708541815274,1018.6172406851521,18.05718231201172,27.44039726257324,272.4956970214844,343.43524169921875,
OWZ,OWZ_CTL_51_0206,CTL,51,40,925,964,40,40,9,635.752582200437,1075.6305469343065,14.061226844787598,31.34479141235352,291.84576416015625,333.67138671875,
OWZ,OWZ_CTL_44_0189,CTL,44,39,947,985,39,38,9,506.92213707917097,2801.467957028097,12.739049911499023,20.46145820617676,260.1724853515625,306.607666015625,
OWZ,OWZ_CTL_57_0163,CTL,57,36,997,1032,36,36,9,520.5616857064533,1244.5695959573525,14.277019500732422,16.14299964904785,279.5330810546875,319.566650390625,
OWZ,OWZ_CTL_37_0176,CTL,37,34,1045,1078,34,14,9,319.25173989925514,891.7875634927815,29.44757461547852,40.95825958251953,322.6239318847656,333.923828125,
OWZ,OWZ_CTL_60_0168,CTL,60,29,1063,1091,29,27,9,307.0013389184907,865.364917560528,13.381669998168944,20.816511154174805,303.969970703125,327.2201538085937,
OWZ,OWZ_GGW_117_0160,GGW,117,27,856,882,27,27,9,192.9153750354805,2352.0743631445253,14.335765838623049,18.065597534179688,326.424072265625,347.5487060546875,
OWZ,OWZ_CTL_52_0146,CTL,52,26,945,970,26,23,9,420.3702513577935,769.8532876742695,15.307609558105469,18.734413146972656,311.92529296875,344.1762084960937,
OWZ,OWZ_GGW_90_0195,GGW,90,52,1040,1091,52,52,10,505.34205492581907,1064.8151723421745,10.416473388671877,24.952526092529297,282.54052734375,350.9755249023437,
OWZ,OWZ_GGW_90_0108,GGW,90,28,800,827,28,23,10,430.94338080506066,791.804794857665,14.243644714355469,17.994647979736328,321.1375732421875,342.4733581542969,
OWZ,OWZ_GGW_98_0168,GGW,98,24,991,1014,24,24,10,480.5517406228403,2975.9101810283696,12.604669570922852,19.925806045532227,327.1187744140625,353.0318603515625,
OWZ,OWZ_GGW_90_0117,GGW,90,56,825,880,56,56,11,433.7692895350563,1626.3015898917972,10.381851196289062,25.60431671142578,290.63409423828125,348.9389038085937,
OWZ,OWZ_CTL_43_0136,CTL,43,38,1005,1042,38,38,11,627.0758670106748,944.5540186423406,13.40540885925293,21.731958389282227,297.5615234375,338.7577819824219,
OWZ,OWZ_GGW_98_0170,GGW,98,33,995,1027,33,28,11,544.5015076471864,928.9233371087921,16.96075439453125,37.31975173950195,273.952392578125,293.7384033203125,
OWZ,OWZ_GGW_90_0139,GGW,90,32,880,911,32,32,11,253.01403076281088,992.3854940041497,17.95458984375,24.6829833984375,319.3143310546875,344.9365539550781,
OWZ,OWZ_CTL_47_0161,CTL,47,29,1009,1037,29,29,11,627.8903939417931,873.7997747698937,16.16048812866211,24.07608795166016,302.20587158203125,328.00390625,
OWZ,OWZ_CTL_60_0133,CTL,60,29,926,954,29,29,11,571.3141898445843,880.0137861006724,16.117095947265625,25.537288665771484,274.1394958496094,302.7154846191406,
