experiment,year,time_index,month,hour,lat,lon,lon_sin,lon_cos,month_sin,month_cos,u_200,v_200,t_200,q_200,rh_200,u_300,v_300,t_300,q_300,rh_300,u_500,v_500,t_500,q_500,rh_500,u_700,v_700,t_700,q_700,rh_700,u_850,v_850,t_850,q_850,rh_850,zeta_850,zeta_500,wshear_850_200,steer_u_850_200,steer_v_850_200,zeta850_max_r500,zeta500_max_r500,rh700_mean_r500,shear_min_r500,prob_tc,decision_score,track_id,life_step,lifetime_steps,global_track_id
GGW,110.0,725.0,7.0,6.0,38.842105865478516,267.5,-0.9990482215818578,-0.04361938736533613,-0.4999999999999997,-0.8660254037844388,10.277873039245605,-5.500461101531982,217.34519958496094,2.975679308292456e-05,46.89904022216797,6.932922840118408,-7.252299785614014,237.9728240966797,0.00038352832780219615,82.88270568847656,4.340056896209717,-9.810508728027344,264.7820739746094,0.0011438480578362942,29.48200035095215,4.4628167152404785,-4.2162370681762695,280.0672302246094,0.006374632939696312,70.52892303466797,4.836675643920898,-3.925708055496216,291.09576416015625,0.012224812991917133,80.53878784179688,5.394293839344755e-05,5.151178629603237e-05,5.664492607116699,6.170069217681885,-6.141043186187744,5.394293839344755e-05,5.151178629603237e-05,64.41688537597656,3.467296600341797,0.8050497774952479,1.41815985413404,1,1,16,ML_GGW_110_0001
GGW,110.0,726.0,7.0,12.0,36.94736862182617,270.0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,12.737860679626465,1.731557846069336,217.63270568847656,2.4678325644345023e-05,37.80002975463867,9.960088729858398,1.4710347652435303,238.04852294921875,0.00033550505759194493,75.49053192138672,7.174654960632324,-4.002048492431641,266.45770263671875,0.0019138625357300043,44.896480560302734,7.669523239135742,-1.6644296646118164,279.699462890625,0.007990543730556965,91.72759246826172,6.213840007781982,-0.6781257390975952,289.29876708984375,0.012596133165061474,93.10363006591797,4.751009328174405e-05,4.0921553591033444e-05,6.954813003540039,8.75119400024414,-0.6284022331237793,4.751009328174405e-05,4.8818714276421815e-05,71.37434387207031,0.5924270749092102,0.8102957370002575,1.4519329394268832,1,2,16,ML_GGW_110_0001
GGW,110.0,729.0,7.0,6.0,36.94736862182617,275.0,-0.9961946980917455,0.08715574274765789,-0.4999999999999997,-0.8660254037844388,13.4525146484375,8.435040473937988,215.58059692382812,4.734528556582518e-05,97.48651123046875,10.912932395935059,7.430576324462891,239.14291381835938,0.0005474654026329517,99.92384338378906,3.6906049251556396,-2.10685396194458,267.81182861328125,0.004971030633896589,97.56024169921875,4.132325649261475,0.2042667269706726,279.1564025878906,0.007809157017618418,92.96864318847656,3.5429844856262207,-0.617822527885437,289.24786376953125,0.012837449088692665,95.11605834960938,6.518713053083047e-05,3.635149550973438e-05,13.422113418579102,7.1462721824646,2.669041156768799,6.518713053083047e-05,4.807757068192586e-05,73.57672119140625,3.2342641353607178,0.5573045623436357,0.23022984709302752,1,3,16,ML_GGW_110_0001
GGW,110.0,730.0,7.0,12.0,36.94736862182617,277.5,-0.9914448613738105,0.13052619222005127,-0.4999999999999997,-0.8660254037844388,15.967074394226074,10.687308311462402,215.84173583984375,4.6183380618458614e-05,90.96654510498047,11.627472877502441,8.961490631103516,239.57733154296875,0.0005502802086994052,95.30994415283203,5.9557342529296875,0.6660245060920715,267.5523986816406,0.005037539638578892,101.29183197021484,6.215518474578857,2.4803669452667236,280.22308349609375,0.008282615803182125,91.68855285644531,3.010772228240967,2.904324531555176,289.65673828125,0.013526612892746925,97.66637420654297,5.812609742861241e-05,3.551232657628134e-05,15.114252090454102,8.555315017700195,5.1399030685424805,5.812609742861241e-05,4.363106199889444e-05,78.13505554199219,0.08217304199934006,0.5715364350262281,0.2881225293395353,1,4,16,ML_GGW_110_0001
GGW,110.0,731.0,7.0,18.0,36.94736862182617,280.0,-0.9848077530122081,0.17364817766692997,-0.4999999999999997,-0.8660254037844388,17.18185043334961,8.69389533996582,216.123779296875,4.575462298817001e-05,85.67200469970703,11.53466796875,7.589489936828613,239.98135375976562,0.0006376771489158273,103.56756591796875,8.131646156311035,1.5354859828948975,268.7392272949219,0.00545855425298214,99.47105407714844,7.663812637329102,3.9435482025146484,280.5637512207031,0.008698170073330402,93.99449920654297,4.49525260925293,6.726276874542236,290.1533508300781,0.013904919847846031,97.26819610595703,5.557726399274543e-05,2.6576248274068348e-05,12.838274002075195,9.801446914672852,5.697739601135254,5.557726399274543e-05,4.400758189149201e-05,81.49136352539062,3.375837802886963,0.5866700689126135,0.35021645997323425,1,5,16,ML_GGW_110_0001
GGW,110.0,732.0,7.0,0.0,38.842105865478516,280.0,-0.9848077530122081,0.17364817766692997,-0.4999999999999997,-0.8660254037844388,17.36004066467285,7.959488868713379,216.6962890625,5.3997282520867884e-05,95.86468505859375,13.772587776184082,9.718477249145508,239.41671752929688,0.0005536052631214261,98.39288330078125,2.9098587036132812,1.0567007064819336,267.1937255859375,0.004901855252683163,100.76152038574219,-0.4888467490673065,1.8178964853286743,280.4911193847656,0.008004526607692242,86.6644287109375,-1.9627079963684082,3.367107629776001,290.0893859863281,0.013464173302054405,94.52659606933594,6.62757083773613e-05,2.8133355954196304e-05,19.860980987548828,6.3181867599487305,4.783934593200684,6.62757083773613e-05,4.8593752580927685e-05,72.42281341552734,1.6295959949493408,0.5660639433275096,0.265809857509419,1,6,16,ML_GGW_110_0001
GGW,110.0,733.0,7.0,6.0,38.842105865478516,282.5,-0.9762960071199335,0.21643961393810246,-0.4999999999999997,-0.8660254037844388,17.50174903869629,7.9264912605285645,216.4010772705078,5.408464858192019e-05,99.92364501953125,13.825709342956543,8.602972984313965,239.89292907714844,0.0006228194106370211,103.21528625488281,4.903160095214844,1.6406960487365723,267.4315490722656,0.004936734680086374,99.41145324707031,1.592302918434143,5.053345203399658,280.1007995605469,0.008815666660666466,98.49481964111328,-0.12150627374649048,7.239257335662842,289.9537658691406,0.013648275285959244,96.69898223876953,6.662997475359589e-05,2.932943607447669e-05,17.63665008544922,7.540283203125,6.092552661895752,6.662997475359589e-05,4.043787339469418e-05,79.96171569824219,3.102734327316284,0.5740986228696034,0.29859338802331203,1,7,16,ML_GGW_110_0001
GGW,110.0,734.0,7.0,12.0,38.842105865478516,282.5,-0.9762960071199335,0.21643961393810246,-0.4999999999999997,-0.8660254037844388,15.350622177124023,11.399784088134766,217.5304412841797,6.044555266271345e-05,98.62458801269531,15.653877258300781,9.41728687286377,240.5338592529297,0.00041207473259419203,66.1976318359375,5.582260608673096,0.5901351571083069,268.01416015625,0.004510423168540001,85.79839324951172,3.3221981525421143,3.315443277359009,281.3446044921875,0.008779942989349365,90.1751708984375,0.5760668516159058,5.335007667541504,290.4747619628906,0.013783250004053116,94.48538970947266,6.532981933560222e-05,2.545320603530854e-05,15.970879554748535,8.097004890441895,6.011530876159668,6.532981933560222e-05,3.9235314034158364e-05,79.65602111816406,3.6798629760742188,0.8147761349904578,1.4813482198629098,1,8,16,ML_GGW_110_0001
GGW,110.0,735.0,7.0,18.0,38.842105865478516,282.5,-0.9762960071199335,0.21643961393810246,-0.4999999999999997,-0.8660254037844388,16.909591674804688,11.366071701049805,219.400146484375,7.285425090231001e-05,96.4177474975586,17.50301170349121,6.635859489440918,241.132080078125,0.00016253709327429533,24.35664176940918,6.433236122131348,0.3950802981853485,269.0135192871094,0.003201891202479601,54.68244552612305,4.445511341094971,0.8567055463790894,282.1387939453125,0.008652257733047009,84.04204559326172,3.4124908447265625,2.5385656356811523,290.6119384765625,0.014107638038694859,95.83141326904297,6.713756738463417e-05,2.192083229601849e-05,16.12751007080078,9.740768432617188,4.358456611633301,6.713756738463417e-05,4.0456929127685726e-05,77.60668182373047,5.760844707489014,0.9309607233744198,2.6015415197123737,1,9,16,ML_GGW_110_0001
GGW,110.0,736.0,7.0,0.0,38.842105865478516,285.0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,19.362398147583008,5.6275315284729,218.945556640625,6.82307145325467e-05,94.2255630493164,12.648406028747559,1.9301453828811646,240.33460998535156,0.000405986764235422,58.4200325012207,5.516045093536377,1.313961386680603,268.22723388671875,0.005297790747135878,100.14107513427734,4.6693010330200195,5.540226936340332,281.3539733886719,0.008716542273759842,89.64924621582031,5.758262634277344,8.93521499633789,290.6395568847656,0.013836263678967953,93.78631591796875,6.341236439766362e-05,2.7409338144934736e-05,14.000473976135254,9.590882301330566,4.6694159507751465,6.341236439766362e-05,4.1980576497735456e-05,81.3067398071289,4.468589782714844,0.8591120870254451,1.8079347681493774,1,10,16,ML_GGW_110_0001
GGW,110.0,737.0,7.0,6.0,40.73684310913086,285.0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,11.372220993041992,4.4469709396362305,218.36721801757812,5.2390987548278645e-05,74.3040771484375,4.304788589477539,6.237582683563232,239.39923095703125,0.0006297319778241217,109.81149291992188,3.1291797161102295,2.2304317951202393,267.1967468261719,0.004744844511151314,97.62174224853516,1.135974645614624,4.952534198760986,281.02728271484375,0.009261161088943481,97.23657989501953,-0.3029792010784149,7.068634510040283,290.6596374511719,0.014226141385734081,96.33415222167969,6.648840644629672e-05,4.487537080422044e-05,11.965928077697754,3.9278368949890137,4.9872307777404785,6.648840644629672e-05,4.6734989155083895e-05,81.89443969726562,2.0237557888031006,0.802780445730784,1.4037636622078078,1,11,16,ML_GGW_110_0001
GGW,110.0,738.0,7.0,12.0,40.73684310913086,285.0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,4.306420803070068,5.306734561920166,219.06651306152344,6.464822945417836e-05,81.99197387695312,1.7520196437835693,6.760684967041016,240.4967041015625,0.0004669255868066102,76.59225463867188,3.5802528858184814,-0.4965830147266388,267.4444580078125,0.0040405369363725185,80.62812042236328,2.4205410480499268,2.6772782802581787,281.6834716796875,0.009334069676697254,93.682373046875,1.111640453338623,4.929718017578125,290.7763366699219,0.014197622425854206,95.4504165649414,6.910239608259872e-05,4.8531881475355476e-05,3.216949224472046,2.6341748237609863,3.835566759109497,6.910239608259872e-05,5.4504394938703626e-05,78.2242202758789,2.1343533992767334,0.9546427763918216,3.0467677647564253,1,12,16,ML_GGW_110_0001
GGW,110.0,739.0,7.0,18.0,40.73684310913086,285.0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,-0.5206742882728577,5.972746849060059,220.8397216796875,9.532655531074852e-05,99.8920669555664,-0.18619321286678314,2.283217668533325,241.89773559570312,0.0006039580330252647,86.37693786621094,3.123425006866455,-4.543079376220703,268.1972961425781,0.003919335547834635,73.32197570800781,3.195120334625244,-0.21572260558605194,281.7406921386719,0.009273036383092403,92.63036346435547,3.2684762477874756,1.7605257034301758,290.5250549316406,0.014183582738041878,96.8930435180664,7.518361962866038e-05,5.913729182793759e-05,5.665727615356445,1.7760308980941772,1.0515376329421997,7.518361962866038e-05,6.938596197869629e-05,73.05769348144531,2.0630881786346436,0.9233866937297885,2.4892773271266417,1,13,16,ML_GGW_110_0001
GGW,110.0,740.0,7.0,0.0,40.73684310913086,285.0,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,0.2801949083805084,3.7370574474334717,220.2082977294922,8.784762030700222e-05,99.86503601074219,-2.606714963912964,-1.960128903388977,241.28414916992188,0.0007201834232546389,105.58287048339844,-0.34024807810783386,-9.571525573730469,268.25445556640625,0.004337748978286982,82.95635223388672,2.1119232177734375,-3.6559536457061768,281.72894287109375,0.008928588591516018,89.21852111816406,2.52168345451355,-2.4526102542877197,290.48248291015625,0.013832020573318005,94.77420043945312,7.299909339053556e-05,5.818518184241839e-05,6.5830278396606445,0.3933677077293396,-2.780632257461548,7.299909339053556e-05,7.097671914380044e-05,67.58758544921875,1.1782435178756714,0.83624348201084,1.630539138868007,1,14,16,ML_GGW_110_0001
GGW,110.0,741.0,7.0,6.0,42.6315803527832,287.5,-0.9537169507482268,0.30070579950427345,-0.4999999999999997,-0.8660254037844388,11.294342041015625,0.09369584918022156,218.12490844726562,6.459804717451334e-05,95.85826873779297,6.000865936279297,-2.0682308673858643,240.8145294189453,0.0005766461254097521,88.01375579833984,1.01071298122406,-8.473516464233398,267.11309814453125,0.0039111846126616,80.20674896240234,1.8639506101608276,-0.014601067639887333,281.1575622558594,0.009014095179736614,93.78096008300781,2.1371963024139404,4.357595443725586,290.1220703125,0.014058376662433147,98.57007598876953,6.427275366149843e-05,5.154055907041766e-05,10.101195335388184,4.461413383483887,-1.2210114002227783,6.427275366149843e-05,5.895834692637436e-05,67.43620300292969,4.029596328735352,0.8689602457021152,1.8917966319538646,1,15,16,ML_GGW_110_0001
GGW,110.0,742.0,7.0,12.0,40.73684310913086,287.5,-0.9537169507482268,0.30070579950427345,-0.4999999999999997,-0.8660254037844388,6.872025012969971,-2.3404886722564697,217.8848876953125,6.514762208098546e-05,99.8948745727539,3.4528744220733643,-5.291243553161621,241.2384033203125,0.0006232084124349058,88.83853149414062,0.8970819711685181,-8.06060791015625,268.0028991699219,0.0032688952051103115,64.36359405517578,3.679086446762085,-0.6098111271858215,282.1197204589844,0.008333953097462654,81.3786849975586,5.053427219390869,6.199328899383545,290.270751953125,0.013389946892857552,92.91716003417969,5.298862743075006e-05,4.57662608823739e-05,8.731310844421387,3.9908993244171143,-2.020564317703247,5.298862743075006e-05,5.823953324579634e-05,61.847808837890625,2.8521063327789307,0.8325343323478634,1.603696100046665,1,16,16,ML_GGW_110_0001
GGW,110.0,767.0,7.0,18.0,14.210526466369629,332.5,-0.46174861323503363,0.8870108331782218,-0.4999999999999997,-0.8660254037844388,-7.57184362411499,9.605472564697266,219.9764862060547,6.444029713748023e-05,76.5950698852539,-1.1088807582855225,5.998681545257568,243.90603637695312,0.0004153703339397907,51.2597770690918,5.111536026000977,4.8062028884887695,269.1093444824219,0.004968279507011175,86.72682189941406,-1.1822062730789185,3.1625759601593018,281.288330078125,0.008498004637658596,87.87178039550781,-0.9845517873764038,1.5249464511871338,291.23828125,0.012520079500973225,81.88677978515625,5.154655809747055e-05,4.9509100790601224e-05,10.425320625305176,-1.1471892595291138,5.019576072692871,5.154655809747055e-05,7.717748667346314e-05,82.67362213134766,4.728934288024902,0.7982373529247767,1.3753139959163359,2,1,8,ML_GGW_110_0002
