experiment,year,global_track_id,track_id,time,lat,lon,windMax,twarm,jetcore,time_index,month
CTL,40,OWZ_CTL_40_0118,118,-15423306,42.23882293701172,310.0407409667969,10.706982612609863,0.244720458984375,1,753,7
CTL,40,OWZ_CTL_40_0118,118,-15423300,41.250118255615234,311.3553161621094,10.99239444732666,0.4181149899959564,0,754,7
CTL,40,OWZ_CTL_40_0118,118,-15423294,41.371429443359375,316.3608703613281,11.443227767944336,,0,755,7
CTL,40,OWZ_CTL_40_0118,118,-15423288,41.45379638671875,319.9547119140625,9.424878120422363,,1,756,7
CTL,40,OWZ_CTL_40_0118,118,-15423282,41.39892578125,313.72100830078125,11.011937141418457,,0,757,7
CTL,40,OWZ_CTL_40_0118,118,-15423276,42.38651657104492,316.1712341308594,10.983692169189453,0.5159260034561157,1,758,7
CTL,40,OWZ_CTL_40_0118,118,-15423270,40.84187316894531,323.4107666015625,9.25245475769043,0.5920817255973816,0,759,7
CTL,40,OWZ_CTL_40_0118,118,-15423264,40.735633850097656,324.9820556640625,9.302452087402344,0.7604510188102722,0,760,7
CTL,40,OWZ_CTL_40_0118,118,-15423258,39.87056350708008,327.08056640625,9.552811622619629,0.6515181660652161,0,761,7
CTL,40,OWZ_CTL_40_0118,118,-15423252,35.038299560546875,327.46148681640625,5.86470890045166,,0,762,7
CTL,40,OWZ_CTL_40_0118,118,-15423246,35.046165466308594,326.2096252441406,6.727085590362549,,0,763,7
CTL,40,OWZ_CTL_40_0124,124,-15423198,17.242782592773438,347.82208251953125,9.77490520477295,,0,771,7
CTL,40,OWZ_CTL_40_0124,124,-15423192,17.131210327148438,346.2292175292969,9.06027889251709,,0,772,7
CTL,40,OWZ_CTL_40_0124,124,-15423186,17.227428436279297,343.4923095703125,6.763476848602295,,0,773,7
CTL,40,OWZ_CTL_40_0124,124,-15423180,17.937671661376953,342.3111572265625,6.723034858703613,,0,774,7
CTL,40,OWZ_CTL_40_0124,124,-15423174,17.880294799804688,342.18048095703125,6.586424350738525,,0,775,7
CTL,40,OWZ_CTL_40_0124,124,-15423168,17.919723510742188,339.94488525390625,6.232254981994629,,0,776,7
CTL,40,OWZ_CTL_40_0124,124,-15423162,17.945850372314453,339.81103515625,7.877442359924316,,0,777,7
CTL,40,OWZ_CTL_40_0124,124,-15423156,18.97127342224121,338.89227294921875,8.124554634094238,,0,778,7
CTL,40,OWZ_CTL_40_0124,124,-15423150,19.45079231262207,337.479736328125,8.122721672058105,,0,779,7
CTL,40,OWZ_CTL_40_0124,124,-15423144,19.577342987060547,336.6051025390625,9.019655227661133,,0,780,7
CTL,40,OWZ_CTL_40_0124,124,-15423138,19.852691650390625,335.5709533691406,7.804832458496094,,0,781,7
CTL,40,OWZ_CTL_40_0124,124,-15423132,20.920303344726562,334.70428466796875,7.819681167602539,,0,782,7
CTL,40,OWZ_CTL_40_0124,124,-15423126,21.507118225097656,333.8612976074219,7.635134696960449,,0,783,7
CTL,40,OWZ_CTL_40_0124,124,-15423120,21.60885238647461,332.23223876953125,6.884035110473633,,0,784,7
CTL,40,OWZ_CTL_40_0124,124,-15423114,21.708763122558594,330.00823974609375,8.014142990112305,,0,785,7
CTL,40,OWZ_CTL_40_0124,124,-15423108,21.783239364624023,327.6173095703125,7.80156135559082,,0,786,7
