sample_id,sid,name,time,date,year,month,hour,basin,nature,lat,lon,wind_kt,pres_hpa,source,experiment,label_tc,candidate_lat,candidate_lon,matched_sid,matched_name,label_distance_km,split,lon_sin,lon_cos,month_sin,month_cos,u_200,v_200,t_200,q_200,rh_200,u_300,v_300,t_300,q_300,rh_300,u_500,v_500,t_500,q_500,rh_500,u_700,v_700,t_700,q_700,rh_700,u_850,v_850,t_850,q_850,rh_850,zeta_850,zeta_500,wshear_850_200,steer_u_850_200,steer_v_850_200,zeta850_max_r500,zeta500_max_r500,rh700_mean_r500,shear_min_r500
IBT_2011179N20267_2011070100,2011179N20267,ARLENE,2011-07-01 00:00:00,2011-07-01,2011,7,0,,TS,21.100000381469727,261.29998779296875,30.0,1002.0,IBTRACS_ERA5,OBS,1,21.100000381469727,261.29998779296875,2011179N20267,ARLENE,0.0,val,-0.9884938545821068,-0.151261030848692,-0.4999999999999997,-0.8660254037844388,-7.412765502929687,-2.9618911743164062,222.3973693847656,0.0001028098340611,56.714263916015625,-4.866207122802734,3.283485412597656,244.8699951171875,0.0008889246964827,71.45769500732422,-4.858692169189453,7.1684112548828125,268.8285827636719,0.0052503868937492,94.70616912841795,-1.261249542236328,8.773624420166016,283.4402160644531,0.00949343200773,84.81108093261719,-2.0145416259765625,3.064155578613281,292.1610717773437,0.0133716231212019,82.34053039550781,4.447725586942397e-05,3.900830415659584e-05,8.090368270874023,-4.082691192626953,3.865557193756104,4.447725586942397e-05,4.951221126248129e-05,78.27090454101562,3.090938091278076
NEG_20110701_00505,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,35.0,,,,IBTRACS_ERA5,OBS,0,35.0,22.5,,,11221.587234025794,val,0.3826834323650898,0.9238795325112868,-0.4999999999999997,-0.8660254037844388,28.858718872070312,-1.7104263305664062,226.33657836914065,7.524828106397763e-06,2.654387950897217,29.077884674072266,-6.160362243652344,243.08935546875,3.1876988941803575e-05,3.027925491333008,14.252880096435549,-6.184371948242188,264.8476257324219,0.0003070459933951,7.516419410705566,7.499980926513672,-6.022762298583984,281.0263977050781,0.0036195137072354,38.091156005859375,7.1988372802734375,-4.356864929199219,292.1098022460937,0.0053747659549117,33.2042236328125,2.823979230015538e-06,-9.201117791235449e-06,21.820955276489254,17.377660751342773,-4.88695764541626,1.4107974493526854e-05,2.8196853236295283e-05,38.00864410400391,9.893594741821287
NEG_20110701_00610,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,27.5,,,,IBTRACS_ERA5,OBS,0,27.5,20.0,,,11493.811584651732,val,0.3420201433256687,0.9396926207859084,-0.4999999999999997,-0.8660254037844388,3.610183715820313,-0.7741470336914062,224.6815490722656,1.1479223758215085e-05,4.875439643859863,5.147464752197266,-2.528526306152344,244.9344482421875,4.24679892603308e-05,3.3934731483459477,0.5326652526855469,-4.096969604492188,267.6574401855469,0.0001495109027018,2.9473159313201904,0.4972953796386719,-5.622859954833984,282.8440246582031,0.0011230030795559,10.443906784057615,1.0040130615234375,-5.736259460449219,292.08465576171875,0.0052177673205733,32.285491943359375,-8.214060471800622e-07,-2.387614358667633e-06,5.604880332946777,2.1583244800567627,-3.751752376556397,1.2960345884494018e-05,1.4344401279231532e-05,22.52677726745605,3.70539140701294
NEG_20110701_02047,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,37.5,,,,IBTRACS_ERA5,OBS,0,37.5,292.5,,,3507.2723643336776,val,-0.9238795325112866,0.38268343236509,-0.4999999999999997,-0.8660254037844388,29.27217102050781,21.860984802246094,215.78054809570312,4.629159593605437e-05,56.47079849243164,16.512210845947266,22.256629943847656,238.54779052734372,0.0004726496117655,69.60492706298828,10.114452362060549,6.2735137939453125,263.4589538574219,0.0017182828160002,46.90299224853516,8.365093231201172,5.194522857666016,278.8229064941406,0.0035384662915021,43.35882568359375,5.7724456787109375,3.3553543090820312,286.55157470703125,0.0081250732764601,71.77485656738281,2.384730032645166e-05,1.7590773495612666e-05,29.911460876464844,14.007275581359863,11.788201332092283,3.256540367146954e-05,5.5473206884926185e-05,42.708683013916016,1.0469017028808594
NEG_20110701_02617,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,27.5,,,,IBTRACS_ERA5,OBS,0,27.5,357.5,,,9517.422760283402,val,-0.0436193873653361,0.9990482215818578,-0.4999999999999997,-0.8660254037844388,4.3751983642578125,12.698753356933594,220.81430053710935,4.103265018784441e-05,27.231931686401367,4.136722564697266,7.054725646972656,243.28326416015625,0.0001044158416334,9.738289833068848,-1.0614509582519531,1.8089141845703125,266.4815979003906,0.0001833365386119,3.9545533657073975,-7.287372589111328,2.554874420166016,285.4803771972656,0.002823255257681,22.010786056518555,-6.724868774414063,1.0075759887695312,300.1986694335937,0.0031156307086348,11.716731071472168,4.506701952777803e-05,4.307540075387806e-05,16.12126350402832,-1.312354326248169,5.02496862411499,4.506701952777803e-05,4.307540075387806e-05,28.25735664367676,5.668544769287109
NEG_20110701_03146,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,15.0,,,,IBTRACS_ERA5,OBS,0,15.0,285.0,,,2592.6184859531227,val,-0.9659258262890684,0.2588190451025203,-0.4999999999999997,-0.8660254037844388,16.050369262695312,12.198509216308594,219.30349731445312,7.571859168820083e-05,60.12097930908203,6.741703033447266,4.109169006347656,239.462158203125,0.0002350505965296,31.64186668395996,-7.140918731689453,1.8810577392578125,266.0306091308594,0.002172015607357,48.50722122192383,-11.044208526611328,2.051212310791016,282.6443176269531,0.0071106469258666,67.02776336669922,-14.943008422851562,1.7053909301757812,291.65399169921875,0.0115647679194808,73.5320816040039,-2.74297372016008e-06,-7.327084858843591e-07,32.72147750854492,-2.067212581634521,4.389067649841309,2.719605618040077e-05,1.483784944866784e-05,55.706844329833984,5.655709743499756
NEG_20110701_03417,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,50.0,,,,IBTRACS_ERA5,OBS,0,50.0,20.0,,,10085.349566745332,val,0.3420201433256687,0.9396926207859084,-0.4999999999999997,-0.8660254037844388,-4.830978393554688,2.3493881225585938,227.33157348632807,6.2093349697534e-06,1.961938500404358,-19.60400009155273,0.4099502563476562,229.621337890625,0.0001538690703455,56.84048461914063,-4.325489044189453,-4.161422729492188,256.0679626464844,0.0013895557494834,69.23157501220703,-0.2873725891113281,-3.797420501708984,271.8010559082031,0.0041970526799559,85.0191650390625,3.393905639648437,-6.308525085449219,279.58953857421875,0.0068453913554549,96.66355895996094,2.0980718545615676e-05,3.144780203001574e-05,11.941866874694824,-5.130786895751953,-2.3016059398651123,5.53466597921215e-05,6.344003486447036e-05,73.48645782470703,5.205672264099121
NEG_20110701_04191,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,17.5,,,,IBTRACS_ERA5,OBS,0,17.5,320.0,,,6139.559722501399,val,-0.6427876096865396,0.7660444431189778,-0.4999999999999997,-0.8660254037844388,7.539627075195312,-8.385475158691406,218.16677856445312,2.4672339350217957e-05,22.46200180053711,4.156986236572266,-3.467002868652344,240.3568115234375,6.641788058914244e-05,8.19507122039795,-5.191455841064453,0.4984893798828125,263.7610778808594,0.0011433587642386,30.47553253173828,-8.734882354736328,0.3380775451660156,283.3830871582031,0.0048092519864439,43.129642486572266,-10.309463500976562,-2.1263961791992188,294.79852294921875,0.0039344793185591,20.547149658203125,-1.340975722996518e-05,-9.764939932210837e-06,18.914705276489254,-2.5078377723693848,-2.6284613609313965,5.399230758484919e-06,6.083052994654281e-06,40.344017028808594,9.220381736755373
NEG_20110701_04465,,,2011-07-01 00:00:00,2011-07-01,2011,7,0,,BG,40.0,,,,IBTRACS_ERA5,OBS,0,40.0,345.0,,,8000.60997544498,val,-0.2588190451025207,0.9659258262890684,-0.4999999999999997,-0.8660254037844388,5.9658966064453125,-5.635475158691406,215.92556762695312,2.4350567400688305e-05,29.175256729125977,1.1879920959472656,-5.866416931152344,234.62255859375,6.392566137947142e-05,13.967979431152344,2.162303924560547,2.1710968017578125,262.1114196777344,0.0003694520564749,11.222516059875488,3.659893035888672,3.225040435791016,281.5202941894531,0.0008995452662929,9.15239429473877,0.3714447021484375,-1.4459762573242188,287.50018310546875,0.0007343654870055,6.096889495849609,2.065660191874485e-05,1.1527613423822912e-05,6.989262580871582,2.669506072998047,-1.5103461742401123,3.222690793336369e-05,3.346599260112271e-05,18.850997924804688,3.120009660720825
IBT_2011197N31280_2011071606,2011197N31280,BRET,2011-07-16 06:00:00,2011-07-16,2011,7,6,,DS,30.700000762939453,280.29998779296875,20.0,1014.0,IBTRACS_ERA5,OBS,1,30.700000762939453,280.29998779296875,2011197N31280,BRET,0.0,val,-0.9838850760278476,0.1788020054967976,-0.4999999999999997,-0.8660254037844388,7.762744903564453,-4.902820587158203,219.91534423828125,8.032385085243732e-05,59.28997039794922,3.348804473876953,-1.645526885986328,242.78668212890625,0.0007064930396154,69.05833435058594,1.9193687438964844,-1.825366973876953,266.7304382324219,0.003925812896341,83.07551574707031,3.554283142089844,-2.971088409423828,281.8018798828125,0.0069068339653313,68.93754577636719,-0.5506324768066406,-0.8817863464355469,291.3595886230469,0.0122182732447981,79.14958953857422,1.4022455616213849e-05,4.595519840222551e-06,9.234768867492676,3.206913709640503,-2.44531774520874,1.7864986148197204e-05,1.982055982807651e-05,63.86335754394531,2.3718998432159424
